exp2_train,cam09,2357,1,items,400,127,473,237,loc, -1
exp2_train,cam09,2359,1,items,401,127,475,238,loc, -1
exp2_train,cam09,2361,1,items,403,122,477,233,loc, -1
exp2_train,cam09,2363,1,items,403,119,477,230,loc, -1
exp2_train,cam09,2365,1,items,403,116,477,227,loc, -1
exp2_train,cam09,2367,1,items,403,115,477,226,loc, -1
exp2_train,cam09,2369,1,items,405,110,479,221,loc, -1
exp2_train,cam09,2371,1,items,405,105,479,216,loc, -1
exp2_train,cam09,2373,1,items,405,102,479,213,loc, -1
exp2_train,cam09,2375,1,items,405,101,479,212,loc, -1
exp2_train,cam09,2377,1,items,403,100,477,211,loc, -1
exp2_train,cam09,2379,1,items,403,101,477,212,loc, -1
exp2_train,cam09,2381,1,items,405,100,479,211,loc, -1
exp2_train,cam09,2383,1,items,405,101,479,212,loc, -1
exp2_train,cam09,2385,1,items,403,102,477,213,loc, -1
exp2_train,cam09,2387,1,items,403,101,477,212,loc, -1
exp2_train,cam09,2389,1,items,403,100,477,211,loc, -1
exp2_train,cam09,2391,1,items,399,101,473,212,loc, -1
exp2_train,cam09,2393,1,items,397,102,471,213,loc, -1
exp2_train,cam09,2395,1,items,393,103,467,214,loc, -1
exp2_train,cam09,2397,1,items,387,104,461,215,loc, -1
exp2_train,cam09,2399,1,items,381,107,455,218,loc, -1
exp2_train,cam09,2401,1,items,375,106,449,217,loc, -1
exp2_train,cam09,2403,1,items,375,106,449,217,loc, -1
exp2_train,cam09,2403,2,items,322,129,393,228,loc, -1
exp2_train,cam09,2405,1,items,361,106,435,217,loc, -1
exp2_train,cam09,2405,2,items,322,129,393,228,loc, -1
exp2_train,cam09,2407,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2407,2,items,322,129,393,228,loc, -1
exp2_train,cam09,2409,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2409,2,items,313,133,385,233,loc, -1
exp2_train,cam09,2411,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2411,2,items,309,131,381,231,loc, -1
exp2_train,cam09,2413,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2413,2,items,305,131,377,231,loc, -1
exp2_train,cam09,2415,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2415,2,items,299,131,371,231,loc, -1
exp2_train,cam09,2417,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2417,2,items,293,131,365,231,loc, -1
exp2_train,cam09,2419,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2419,2,items,291,131,363,231,loc, -1
exp2_train,cam09,2421,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2421,2,items,287,129,359,229,loc, -1
exp2_train,cam09,2423,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2423,2,items,287,129,359,229,loc, -1
exp2_train,cam09,2425,1,items,355,107,429,218,loc, -1
exp2_train,cam09,2425,2,items,287,129,359,229,loc, -1
exp2_train,cam09,2427,2,items,289,127,361,227,loc, -1
exp2_train,cam09,2429,2,items,295,129,367,229,loc, -1
exp2_train,cam09,2431,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2433,2,items,291,129,363,229,loc, -1
exp2_train,cam09,2435,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2437,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2439,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2441,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2443,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2445,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2447,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2449,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2451,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2453,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2455,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2457,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2459,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2461,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2463,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2465,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2467,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2469,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2471,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2473,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2475,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2477,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2479,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2481,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2483,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2485,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2487,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2489,2,items,289,129,361,229,loc, -1
exp2_train,cam09,2491,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2493,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2495,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2497,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2499,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2501,2,items,289,131,361,231,loc, -1
exp2_train,cam09,2503,2,items,289,131,361,231,loc, -1
